label;text
1;Japonské rýžové kuličky plněné mangem
0;Zapečená slanina
1;Ovocný sýr
1;Plněné žampiony s ořechy
0;Masové ragú v rolovaném lilku
1;Mapo tofu
1;Falafel obalený v sezamu
0;Caldo de costilla
0;Řecká musaka
1;Galetka s kozím sýrem
0;Argentinský steak s bylinkovou omáčkou
1;Obatzda
1;Dýňové rizoto s kukuřicí a ricottou
1;Zapečené kapustičky v krémové omáčce
1;Rajčata plněná sýrem cottage
1;Thajské karí s chřestem
0;Kouřové vepřové kotletky
0;Bramboráčky s uzeným bůčkem a pivním sýrem
0;Francouzské škvarečky
0;Džuveč s vepřovým masem
0;Daňčí kýta se zelím 
0;Hovězí guláš se žampiony a tymiánem
1;Kuskus s ovocem
0;Hovězí kližka s vánočním kořením
1;Míchaná vajíčka s pestem
0;Telecí plněné špenátem a mozzarellou
0;Dršťkové ragú z Večeře od kosti
0;Žebírka s omáčkou
1;Špíz jahodový balzám
1;Pizza z polenty
0;Maso v zázvorové marinádě
1;Kroupový salát s mátou a boby
0;Hovězí na víně s brusinkami
1;Kořeněné kedgeree s tofu
0;Pečení jehněčí kolínko se špenátem a noky
1;Smažené bramborové dukáty s kořením
1;Špenátová žemlovka s uzeným masem
0;Bůčkové kostky po čínsku
1;Marinované olivy s vodkou
1;Rizoto s hříbky
1;Brambory přelité smetanou s ořechy
1;Černorýžový salát s fíky a haloumi
1;Pečený svítek s kerblíkem a zeleným chřestem
0;Ovarová mísa s křenem
0;Hot dog po řecku
1;Ovocné želé ke svačině
0;Ocásky na pivu s bramborovo-křenovým pyré a cibulkami
0;Závitky z vánoční nádivky
1;Celerový pekáček s ořechy
1;Hančino lečo
1;Krkonošský houbovec
0;Vepřová panenka s estragonem & špenátová polenta
0;Grilované vepřové špízy na rozmarýnu s cibulkami
0;Grilovaná žebírka
1;Vegeburgery s černým sezamem & wasabi jogurtem
1;Plněné pečené brambory s mátovým jogurtem
1;Portobello plněné zeleninou a sýrem
0;Tafelspitz se špeclemi a kedlubnovou omáčkou
0;Obrácené hovězí řízky a celerovo-bramborové pyré
1;Česnekové brambory
0;Cikánská pečeně
1;melanzane alla parmigiana
0;Svíčková na smetaně s brusinkovou omáčkou
1;Kuřecí salát s rýží
1;Vegetariánská musaka s fetou
0;Žebra s BBQ omáčkou
1;Pečená rajčata plněná jehněčím masem
0;Masové koule s mátovou omáčkou
1;Rizoto s italskou klobásou a rajčátky
1;Quinoový burger se žampiony
1;Rizoto s quinoou a pečenou zeleninou
1;Plněné brambůrky s parmezánem
0;Lehce zauzený telecí tartar
1;Rýžový pudink s kokosovým mlékem
0;Jehněčí kýta s bramborami boulangère
0;Restované hovězí v asijské pivní omáčce
0;Vepřové s nudlemi a omáčkou
0;Vepřové plátky na smetaně
0;VIDEO: Vepřová žebírka po asijsku
1;Lilek s tofu a rajčaty
1;Bylinkové brambůrky
0;Kološvárské zelí
0;Tatarský biftek
1;Plněné pečené brambory s chilli con carne
0;Sváteční kaldoun s dvojími knedlíčky
1;Plněné žampiony
0;Svatební páj
1;Vinná pěna s lesním ovocem
1;Teplý bramborový salát s petrželkou
0;Hovězí consommé s játrovými raviolami
0;Konfitovaná vepřová panenka s bylinkami a smetanovou omáčkou
0;Chilli steaky s uzenou paprikou
0;Trhané vepřové se škubánky a medovo-ořechovou řepou
1;Špenát a rukola s bylinkovou frittatou
0;Marinovaná vepřová žebírka pečená
0;Vepřová pečeně v bylinkách a šunkové krustě
0;Pomalu pečené hovězí na balzamiku
0;Studené omáčky ke steaku
0;Daňčí klobásy
1;Rýžovo-květáková burrito miska
1;Zapečené smetanové brambory
1;Bramborové pomerančové kobližky
0;Čínské knedlíčky v páře s vepřovým a krevetami
1;Lilková směs na dva způsoby - na toasty nebo karbanátky
0;Burgery s cuketovým relishem
1;Celerovo-bramborová kaše
1;Penne ricce zapečené s paprikou a uzenou scamorzou
0;Hovězí s bramborovou pokličkou
0;Jehněčí kýta na majoránce
1;Vejce na slanině do ruky
1;Houbový krém
0;Hovězí & houbové karbanátky
1;Biryani
1;Mozzarella v balíčku
0;Jitrničky s lepenicí
1;Rozmarýnové brambory na plechu
0;Žebírka s kukuřičným salátem
0;Pečená rajčata plněná jehněčím masem
0;Vepřová pečínka s tuňákovou majonézou
1;Pánev s kapustou a granátovým jablkem
0;Hovězí Stroganov
1;Zapečené brambory
1;Bramborový salát s kari
1;Losos a květák v bešamelu
1;Sýrové raclette
0;Ferdinand alias zajíc na víně
1;VIDEO: Houbová sekaná
1;Panýr se špenátem
1;Miniomeletky
1;Chana masala (cizrnové kari) s granátovou raitou
1;Rozpečené brambory
0;Zapečené noky s vepřovým masem v hořčičné omáčce
0;Králík na černo
0;Glazovaný telecí hřbet se zeleninou
1;Zapečené žampiony
1;Brambory a fazolky z plechu či grilu
0;Králičí roláda s krupetem
0;Hovězí křenový řízek s irskou kapustovo-bramborovou kaší
1;Zapékané kedlubny s dvojí náplní
1;Houby s octem podle Viléma V.
0;Žebírka na rybízu
0;Pálivý salát s hovězím masem
1;Mrkvové placičky s bylinkovým dipem
0;Pomalu pečený vysoký roštěnec
1;Pečené batáty s chilli a granátovým jablkem
1;Grilované lilky s pastou miso a s naloženou ředkví
1;Míchaná vejce
1;Lilek s mátou a kozím sýrem
0;Pštrosí vejce
1;Šafránová divoká rýže
1;Plněné vejce po asijsku
0;Vepřová pečeně s brambory a mrkví
1;Plněné brambory
0;Pečená vepřová panenka s broskvovou salsou
0;Zadělávané dršťky s tymiánem
0;Maso s hříbky a bramborovými kuličkami
0;Dvojitá pečeně na tymiánu a petrželce
0;Králičí paštika se švestkovým přelivem
0;Kančí kýta se šípkovou omáčkou
1;Bramborová musaka se špenátem
1;Kynuté borůvkové knedlíky
1;Zapečené portobello
0;Dušené vepřové s meruňkami a tamarindem
1;Hříbky na česneku po italsku
1;Květák s parmazánem
1;Rýžový kuba
0;Blesková musaka
1;Ovocný kebab
0;Domácí gyros s tzatziky a pita chlebem
1;Houbový kuba
0;Rychlý steak na grilu
0;Pečená vepřová plec s javorovým sirupem
1;Restované houby s polníčkem a toustem
0;Hovězí po burgundsku
0;Znojemská hovězí pečeně
0;Pravý americký hamburger
1;Pikantní nakládaný hermelín s chilli
0;Grilovaná orientální sladkokyselá žebírka
0;Rozstřelený španělský ptáček
1;Sýrovo-šunkové party kuličky
1;Zelenina v páře
1;Grilovaná zelenina s houbami
0;Schované párky
0;Česnekový králík
1;Salát s opečeným fenyklem
1;Rizoto s kaštany
1;Tradiční tartiflette se sýrem reblochon
0;Pečené cukety s vepřovou panenkou
1;Rychlá pánev v orientálním stylu
0;Smažené vepřové řízky
0;Vepřová panenka na rebarboře
0;Vtipné hotdogy
0;Glazovaná uzená kotleta nebo rolka
1;Zapékané palačinky se špenátem a sýrem
1;Zazipovaná omeleta v sáčku
0;Korejské hovězí s paprikami
1;Obrácený koláč s kořenovou zeleninou a sýrovou omáčkou
0;Salát s vepřovou panenkou
0;Ragú z čerstvých klobásek
1;Sladká zelenina s azuki
0;Jitrnice pečené na česnekových bramborách
0;Sekaná Franty Kšány
1;Smažené dýňové hranolky s BBQ omáčkou
0;Lasagne s hovězím masem a rajčaty
1;Španělská omeleta
0;Švej - žužu
0;Hovězí skirt steak se salsou verde
0;Vepřová pečeně se zeleninou
1;Volská oka s rozmarýnovými bramborami
0;Svíčková v krustě se šalotkovou omáčkou
0;Králík na česneku
0;Jelítka zapékaná s bramborami a vejci
0;Rostbíf s křenovou remuládou
0;Vepřové se sladkou kůrčičkou a kuskusem
0;Hovězí vývar s domácími nudlemi a zeleninou
0;Řepné 
1;Těstoviny s čerstvou strouhankou
0;Japonský vepřový řízek s kari omáčkou
0;Hovězí carpaccio [karpačo]
1;Tofu
0;Plněné zelné listy
1;Quesadilly s papričkami jalapeño
1;Houbový gyros
0;Masové kuličky s mrkví
1;Rajče v županu
1;Těstoviny z jednoho hrnce se sardelkami a stonkovou brokolicí
0;Lahůdková domácí paštika
0;Králík Braillon
0;Rozmarýnové jehněčí špízy
1;Rýžové brûlée s jahodami
0;Králík na červeném víně à la boeuf bourguignon
0;Jehněčí kolínka s hráškovými těstovinami
1;Fíková La Janette
1;Krémový špenát
0;Pečená vepřová kolena
0;Staročeská vepřová pečeně na zázvoru a pivě
1;Vegetariánské koule v rajčatové omáčce
0;Králík na bílém víně
1;Zeleninový tažin
1; Plněné paprikové lodičky
0;Masové kuličky po asijsku
1;Bramborové lupínky z trouby
1;Sojový "prejt"
1;Opečená zelenina
1;Nejlepší pečené brambory
1;Pečené zimní rizoto s pórkem
0;Dušená líčka saltimbocca
0;Vepřová žebírka po asijsku
1;Slané palačinky se dvěma náplněmi
0;Vepřové maso
0;Hovězí steak s karamelizovanou cibulkou
0;Telecí steak s olivovou salsou
0;Pomalu pečený bůček s fenyklovým salátkem
1;Zapečené brambory se šunkou
0;Plněné hovězí závitky s praženou krupicí
1;Celerovo-bramborový gratin
0;Šneci z vinné klobásy s bramborovou kaší
1;Burrito s kvašenou zeleninou
0;Řecké jehněčí s rýží
1;Citronovo-mátové cuketky
0;Grilovaná žebírka v marinádě jerk
1;Zlaté krokety
0;Hovězí keftedes
0;Ožehnuté hovězí s pomeranči & chilli
1;Restovaná růžičková kapusta
0;Jehněčí po marocku s meruňkami a mandlemi
0;Dušená roštěná
0;Telecí ragú s houbami a šunkovým knedlíkem
1;Mačkané brambory
0;Vepřové s bramborami a zelenými fazolkami
0;Vařené uzené koleno
1;Houbové carpaccio
0;Šunka na páře s karotkami a hráškem
0;Grilované steaky s kukuřicí
1;Ovocné pyré
0;Dušené telecí ledvinky
0;Pečené husí stehno se zeleninovým ragú s houbami a celerovým pyré
1;Knedlíky z bramborového těsta
0;Králík na jablkách
1;Brambory z mikrovlnky
0;Plněný páreček
1;Vegetariánské sushi rolky
1;Zapečený květák se třemi druhy sýra
1;Plísňový sýr s mandlemi v balíčku
0;Sádlo se škvarky 
1;Rajčatové špízy
0;Vepřové kari s kešú a kokosovým mlékem
0;Králík na šalvěji a česneku
0;Hovězí proužky s chilli a bazalkou
1;Květákové placičky se sýrem a tatarkou
0;Smažená klobása
0;Grilovaná panenka s bylinkovou chimichurri a pečenými bramborami
0;Steak s lanýžovou solí
0;Srnčí s perníkovou omáčkou
0;Jelení wellington 
1;Brokolicové koule
1;Špenátovo - rukolový salát s tofu
1;Gratinovaná petržel se smetanou a hořčicí
1;Hovězí roláda s mrkví
0;Gruzínské chinkali se třemi různými náplněmi
1;Bramborový krém s pečenými paprikami a křepelčími vejci
0;Karbanátky s bramborovou kaší
1;Rýžový nákup
1;Houbový stroganov na toustu
1;Švýcarské fondue
1;Quiche s pórkem
0;Pennette rigate s telecím ragú
0;Zvěřinový boršč
0;Lucčina musaka
1;Domácí sušenky
0;Vepřová saltimbocca
0;Rostbíf s křenem a modrým sýrem
0;Rychlé chilli s pažitkovými šťouchanými bramborami
1;Mezze s ožehnutými baby lilky
0;Vinná klobása s králičím masem
1;Slezské bramborové placky s povidly
1;Carpaccio z mrkve s datlemi & fetou
0;Chilli hot dog 
1;Čajová vejce
1;Sklenička cuketky
0;Steak z hovězího pupku s pečenou zeleninou
0;Vepřové kotlety s omáčkou satay
1;Opékaný sendvič s kysaným zelím
1;Křupavá kyselá zelenina
1;Zeleninový nákyp
0;Telecí balenky na tokajském víně
1;Lilkový burger s pestem
0;Rostbíf s pečenou paprikou a rýží
0;Plněná rajčata po řecku
1;Frittata se špenátem a fetou
1;Houbové rizoto
1;Líný pórek zapečený se sýrem a kapustou
1;Grilovaný kozí sýr
0;Vepřový řízek Ondráš
1;Zapečená brokolice
0;Pikantní placičky z jehněčího masa
0;Hovězí guláš s červenou řepou
0;Kotlety s cizrnou a rýží
1;Ratatouille s bazalkou
1;Šťouchané brambory s petrželí
0;Rajská omáčka s masovými koulemi
1;Řepné 
0;Omeleta s chipolatou & jarní cibulkou
0;Svíčková na smetaně
1;Dip se špenátem a rozinkami
0;Telecí sekaná s parmazánem
1;Celozrnné palačinky s Lučinou Kozí
1;Křupavé brambory s jablky
1;Masala kari s panýrem
0;Jehněčí s harissou
1;Bramborové pyré s pastinákem
1;Špagetová dýně plněná ve stylu tacos
0;Zelené thajské kari s vepřovým masem a lilky
1;Kroužky s ančovičkami a piniovými oříšky
1;Sýrové fondue s nakládanými okurkami
1;Krém ze zelených oliv
0;Zajíc načerno
0;Vepřová pečeně se šalvějovo-fenyklovým máslem
1;Rajčatový barbecue relish
1;Lilkové kari
0;Kančí kýta na žampionech
0;Grilované vepřové se šalvějí
1;Peperonata
1;Parlamentní brambůrky
1;Zapečené tousty se smetanovými vejci
0;Bůček na chlebu
0;Dušené krůtí maso se zeleninou
1;Bramborová kaše s olivami a fetou
0;Pikantní vepřová žebírka s medem
0;Quesadillas so syrom a kuracím mäsom
1;Pečená zimní zelenina s polníčkem a kozím sýrem
1;Krémová kaše z batátů s balzamikem
0;Třípatrová pavlova s jahodami
0;Králičí karbanátky
1;Chřestový quiche
0;Tradiční francouzská paštika
0;Zapečené lilkové závitky s masem 
1;Špenátové kuličky
1;Nastavovaná kaše s volským okem
0;Vepřový jazyk s křupavými bramborami a brokolicí
1;Bramborové knedlíky se sýrem
1;noky s omackou ze 4 druhu syru
0;Klobásky v pikantní cibulové omáčce
1;Tvarůžková rozhuda
0;VIDEO: Hovězí biftek 
1;Jarní hrášek s datlemi & ořechy
0;Panenka s gremolatou
1;Kysané zelí ochucené po indicku
0;Masové koule na grilu
0;Vídeňská roštěnka
0;Hovězí ragú s pivem Guinness a čedarovou kaší
0;Sváteční šunka
1;Zapečený květák se sýrem
0;Klasické vepřo knedlo zelo
0;Švestky ve slanině plněné mandlí
1;Tempeh v houbové omáčce
1;Bramboráky
0;Klasická hovězí pečeně
0;Kotlety plněné pestem
1;Letní zeleninový salát s rajčaty
1;Smažený hermelín s česnekem
1;Kapusta s lískovými oříšky
1;Pečené brambory se slaninou a pažitkou
0;Králík na smetaně à la zajíc podle Viléma Vrabce
0;Žába v díře
1;Rychlé cizrnové karbanátky
0;Klasický steak ze svíčkové
1;Kapustičky s vajíčky
0;Panenka s bylinkami ve slanině
0;Vepřová játra dušená na cibulce
1;Pizza s cizrnou
1;Houboví šneci
0;Zavařené solené maso
1;Míchanice
1;Wok s brokolicí a omáčkou z černých fazolí + hovězí steak
0;Mleté hovězí maso zapečené v těstě
0;Zapečené smetanové kotlety
1;Salát s mangem a papájou
1;Středomořský hrnec s cuketovými knedlíčky
1;Fiorelli se sušenými rajčaty a bramborami
1;Sýr z jogurtu
0;Vepřová pečínka na růžovém víně
1;Palačinky à la vejce Benedikt
1;Jarní frittata
1;Chřest tažený v másle a olivovém oleji
0;Špagety s rajčatovou omáčkou & masovými koulemi
1;Rajčata pečená s česnekem a tymiánem
1;Jednoduchý bramborový salát s opečenou zeleninou
1;Zadělávané smetanové kedlubny
1;Grilované lilky s jogurtem a mátou
1;Bílý chřest s holandskou omáčkou
1;Rizoto s medovou dýní
1;Květákový mozeček s tofu
0;Bramborové hranolky z trouby & další přílohy ke steaku
0;Filipínské mungo s vepřovým masem
1;Sýrové řezy
0;Grilované hamburgery
1;Salát s čočkou
0;Ocásek pečený na pivu
1;Zapečené ovoce s čokoládou
0;Vepřové pěti vůní
1;Pečená terinka s kaštany
1;Karotková pomazánka
1;Omeleta s rukolou a parmazánem
1;Slavnostní salát s kozím sýrem
1;Pohankové placičky
1;Zelenina pečená v troubě
0;Plněný bochník
0;Jehněčí na rozmarýnu
0;bravcova panenka plnena klobasou
0;Krkovice na bylinkách
1;Špenátové nudle
1;Chřest
0;Karamelizované vepřové s nudlemi
1;Houbové tousty
0;hovězí žebra
0;Jehněčí plec na víně
0;Špízy tří barev s mátovo-petrželovou salsou
0;Pekáček s masem a bramborami
1;Kostky s rajčaty a sýrem feta
1;Zapečené špaldové kroupy se špenátem
1;Osvěžující letní rýžový salát
0;Dušený králík s hroznovým vínem a olivami
0;Masová pánvička s cizrnou
1;Marinované houby
1;Domácí bramborové chipsy
1;Šafránové risotto
1;Vejce s fetou
1;Špaldové halušky se zelím a špekem
0;Řízečky v bramboráku
1;Feta pečená s rajčaty
0;Holandský řízek
1;Dušená kapusta s pancettou
1;Bazalková rajčata
0;Kořeněné hovězí na pomerančích
0;Hovězí žebírka se salátem
1;Hrušky s rokfórem
0;Masové taštičky
0;Hóóórké párky!
0;Masové kuličky s těstovinami
0;Plněné papriky s rajskou omáčkou a knedlíkem
1;Pohankový houbovník
1;Kořeněná mrkev po marocku
0;Paštika s araratem
1;Pečený kadeřávek s vejci
1;Bramborové rösti
0;Zapečená šunka po florentinsku
1;Houby na slanině s kozím sýrem
1;Hříbkové rizoto s lanýžovým máslem
1;Houbové balíčky
0;Srnčí ragú na víně
1;Nadýchaná jasmínová rýže
1;Zapečené brambory se zeleninou
1;Kořeněné křupavé brambory
0;Telecí máslový řízek s bramborovou kaší
0;Vepřová líčka s rebarborou
1;Batáty dvou textur se slaninou a volským okem
1;Salát Coleslaw
1;Salát s kozím sýrem a medovou zálivkou
1;Kapustičky s jalovcovou polevou
0;Vepřová roláda na jablkách
1;Restovaný pastinák s chorizem
1;Zeleninový řízek
0;Klobásy v koláči
1;Bramborová kaše
1;Nakládaný hermelín s feferonkami
1;Rozpečený plísňový sýr s celerovými tyčinkami a chipsy
1;Houbové rizoto s nivou
0;Kotlety s hořčičnou omáčkou
0;Hot dogs
1;Knedlík v sáčku
0;Pečená vepřová kýta s rýží s černými fazolemi
0;Vepřový jazyk s hráškovým kroupotem
0;Butter chicken
1;Sýrovo-kukuřičné placičky
1;Domácí panýr
1;Gratinovaná dýně s modrým sýrem
1;bramborove placky - od mamky
1;Pinzgauské sýrové nočky
1;Rizoto s červenou řepou a gorgonzolou
1;Opečená čekanka s rozpuštěným sýrem
0;Telecí s cibulkami
0;Vepřová pečeně s whisky omáčkou a pivními bramborami
1;Artyčoky v pánvi po římsku
0;Švýcarské geschnetzeltes
0;Vietnamské vepřové v salátu
0;Čínská vepřová žebírka
1;Bramborová kaše s pastinákem
0;Vepřové a kuřecí špízy
1;Topinka s houbami a volským okem
0;Masové ragú s polentou
1;Smetanová bramborová kaše
0;Vepřové maso pod pokličkou
1;Zapečené sladké brambory s meruňkami
1;Ovocná bowle
1;Domácí sýr
1;Vrstvené vaječné skleničky
0;Základ na sekanou
0;Vepřové plátky s petrželovou omáčkou
0;Vepřové ribsy na medu s BBQ omáčkou
1;Pepřová rozpečená ricotta
1;Tofu na černém pepři
0;Smažené hovězí po čínsku s kešu
1;Grilovaný naan s bylinkami a sýrem
1;Quinoový salát ochucený černým čajem a sezamem
0;Paprikové balíčky z krkovice
0;Kuličky v rajčatové omáčce s piniemi
1;Lečo s volským okem
1;Tarhoňa s baby špenátem a sušenými rajčaty
1;Naložený pivní sýr
0;Bleskové ragú
0;Jehněčí šavarma s bobem zahradním
0;Hovězí guláš podle Ondřeje Slaniny
0;Burgery z hovězího mletého masa
1;Grilované zelí se zálivkou
1;Plněné papriky s kuskusem
0;Kuře na másle a bylinkách
1;Plněné vejce s pestem
0;Feijoada brasileira
1; Zapečené brambory se zeleninou a houbami
0;Zelný salát s vepřovým masem
0;Šunková persiláda s bramborovým salátem a hráškovým pyré
1;Grilovaná zelenina s kozím sýrem
0;Jelení kýta na smetaně
1;Těstoviny s máslovou dýní
0;Řízečky z vepřové panenky
1;Pažitkové palačinky s jemnou bylinkovou náplní
1;Mostarda di Cremona – ovocná hořčice
1;Gudžarátský mrkvový salát
0;Steak s omáčkou z pečeného česneku
1;Zelené placičky z brokolice a hrášku s jednoduchým dipem
1;Dušená mrkev s hráškem
0;Sendvič s pepřovým steakem
0;Maso po čínsku
1;Pečená brambora
1;Brioškový nákyp s lesním ovocem
